date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:55	17599/17599	---M--	200	added ('OK')	image/svg+xml	etag:%2258940d45-44bf%22	http://opennepal.net/odd2017/hackathon/src/assets/images/csit.svg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/images/csit.svg	(from http://opennepal.net/odd2017/hackathon/)
11:27:56	1193/1193	---M--	200	added ('OK')	image/svg+xml	etag:%225899ae2b-4a9%22	http://opennepal.net/odd2017/hackathon/src/assets/images/location.svg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/images/location.svg	(from http://opennepal.net/odd2017/hackathon/dest/css/bundle.css)
11:27:57	210712/210712	---M--	200	added ('OK')	image/jpeg	etag:%2258b7b5ba-33718%22	http://opennepal.net/odd2017/hackathon/src/assets/images/judge2.jpg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/images/judge2.jpg	(from http://opennepal.net/odd2017/hackathon/)
11:27:58	8718/8718	---M--	200	added ('OK')	image/png	etag:%225892edb0-220e%22	http://opennepal.net/odd2017/hackathon/src/assets/images/bg1.png	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/images/bg1.png	(from http://opennepal.net/odd2017/hackathon/dest/css/bundle.css)
11:27:58	153/153	---M--	200	added ('OK')	image/png	etag:%22vd81%22	http://3.bp.blogspot.com/-EznzkHBnKbk/Up4icD70ujI/AAAAAAAADYA/BzRSsyl-5y0/s20/menu-responsive.png	C:/xampp/htdocs/series/hackdata/3.bp.blogspot.com/-EznzkHBnKbk/Up4icD70ujI/AAAAAAAADYA/BzRSsyl-5y0/s20/menu-responsive.png	(from http://opennepal.net/odd2017/hackathon/dest/css/bundle.css)
11:27:58	5786/5786	---M--	200	added ('OK')	image/png	etag:%2258a67e54-169a%22	http://opennepal.net/odd2017/hackathon/src/assets/images/bg3.png	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/images/bg3.png	(from http://opennepal.net/odd2017/hackathon/dest/css/bundle.css)
11:28:08	148913/148913	---M--	200	added ('OK')	application/javascript	etag:%2258a67e54-245b1%22	http://opennepal.net/odd2017/hackathon/dest/js/script.js	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/dest/js/script.js	(from http://opennepal.net/odd2017/hackathon/)
11:31:24	5509887/5509887	---M--	200	added ('OK')	application/json	etag:%2258aed0e6-5412ff%22	http://opennepal.net/odd2017/hackathon/src/assets/json/egp-I.json	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/src/assets/json/egp-I.json	(from http://opennepal.net/odd2017/hackathon/)
11:31:26	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202017%2011:31:25%20GMT	http://opennepal.net/odd2017/hackathon/judges/src/assets/images/judge1.jpg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/judges/src/assets/images/judge1.45.delayed	(from http://opennepal.net/odd2017/hackathon/judges/judge1.html)
11:31:26	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202017%2011:31:25%20GMT	http://opennepal.net/odd2017/hackathon/judges/src/assets/images/judge2.jpg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/judges/src/assets/images/judge2.jpg	(from http://opennepal.net/odd2017/hackathon/judges/judge2.html)
11:31:27	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202017%2011:31:26%20GMT	http://opennepal.net/odd2017/hackathon/judges/src/assets/images/judge3.jpg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/judges/src/assets/images/judge3.jpg	(from http://opennepal.net/odd2017/hackathon/judges/judge3.html)
11:31:28	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202017%2011:31:27%20GMT	http://opennepal.net/odd2017/hackathon/judges/src/assets/images/judge4.jpg	C:/xampp/htdocs/series/hackdata/opennepal.net/odd2017/hackathon/judges/src/assets/images/judge4.jpg	(from http://opennepal.net/odd2017/hackathon/judges/judge4.html)
